strategy,strategy_label,threshold_db,outage_fraction,mean_users_below_threshold,probability_any_user_below_threshold
distributed_movable,Distributed movable,10.0,0.16229508196721312,1.6229508196721312,0.9836065573770492
distributed_movable,Distributed movable,11.0,0.16721311475409836,1.6721311475409837,0.9836065573770492
distributed_movable,Distributed movable,12.0,0.17704918032786884,1.7704918032786885,1.0
distributed_movable,Distributed movable,13.0,0.18524590163934426,1.8524590163934427,1.0
distributed_movable,Distributed movable,14.0,0.1901639344262295,1.901639344262295,1.0
distributed_movable,Distributed movable,15.0,0.20327868852459016,2.0327868852459017,1.0
distributed_movable,Distributed movable,16.0,0.2180327868852459,2.180327868852459,1.0
distributed_movable,Distributed movable,17.0,0.22459016393442624,2.2459016393442623,1.0
distributed_movable,Distributed movable,18.0,0.2360655737704918,2.360655737704918,1.0
distributed_movable,Distributed movable,19.0,0.2459016393442623,2.459016393442623,1.0
distributed_movable,Distributed movable,20.0,0.25573770491803277,2.557377049180328,1.0
